Latitude,Longitude  ,_Time_,Route,WhichBusStop
33.773201,-84.39695,52812,Blue,
33.773209,-84.39695,52814,Blue,
33.773258,-84.396942,52819,Blue,
33.773071,-84.397171,52842,Blue,
33.77306,-84.397186,52854,Blue,
33.772339,-84.396278,52924,Blue,
33.77153,-84.395531,52954,Blue,
33.771332,-84.392769,53024,Blue,
33.771858,-84.391907,53042,Blue,
33.7719,-84.391907,53045,Blue,
33.771889,-84.391907,53055,Blue,
33.7719,-84.391907,53058,Blue,
33.773281,-84.39183,53128,Blue,
33.775002,-84.391792,53158,Blue,
33.775879,-84.393333,53228,Blue,
33.77565,-84.394798,53258,Blue,
33.77528,-84.396103,53328,Blue,
33.775269,-84.396103,53329,Blue,
33.775269,-84.396103,53330,Blue,
33.775311,-84.396118,53400,Blue,
33.775398,-84.396141,53629,Blue,
33.775391,-84.396141,53639,Blue,
33.7757,-84.394897,53709,Blue,
33.775921,-84.393547,53739,Blue,
33.775169,-84.39212,53804,Blue,
33.77515,-84.392128,53816,Blue,
33.77499,-84.391991,53829,Blue,
33.77496,-84.391991,53832,Blue,
33.774948,-84.391998,53833,Blue,
33.77494,-84.391998,53838,Blue,
33.772732,-84.391991,53908,Blue,
33.771591,-84.392029,53921,Blue,
33.77153,-84.392052,53924,Blue,
33.771549,-84.392029,53934,Blue,
33.771542,-84.392029,53938,Blue,
33.77142,-84.394096,54008,Blue,
33.772079,-84.395462,54038,Blue,
33.772549,-84.396797,54108,Blue,
33.773109,-84.396942,54131,Blue,
33.773159,-84.396942,54134,Blue,
33.77317,-84.39695,54200,Blue,
33.773178,-84.396942,54204,Blue,
33.772949,-84.397057,54234,Blue,
33.773472,-84.399399,54304,Blue,
33.77441,-84.402451,54334,Blue,
33.77586,-84.402512,54404,Blue,
33.77729,-84.402679,54434,Blue,
33.77721,-84.403877,54504,Blue,
33.778179,-84.40416,54534,Blue,
33.778198,-84.40416,54536,Blue,
33.778179,-84.404228,54537,Blue,
33.778252,-84.40419,55516,Blue,
33.779011,-84.404182,55546,Blue,
33.779579,-84.40358,55616,Blue,
33.77956,-84.402473,55646,Blue,
33.77816,-84.401741,55716,Blue,
33.776581,-84.402458,55746,Blue,
33.77528,-84.40258,55816,Blue,
33.773991,-84.40213,55846,Blue,
33.773472,-84.399467,55916,Blue,
33.772888,-84.397232,55946,Blue,
33.772919,-84.397087,55953,Blue,
33.772919,-84.397079,55954,Blue,
33.773209,-84.396942,60012,Blue,
33.773201,-84.396957,60042,Blue,
33.773201,-84.396957,60047,Blue,
33.773209,-84.396957,60049,Blue,
33.772942,-84.397079,60122,Blue,
33.772388,-84.395798,60152,Blue,
33.771461,-84.395592,60222,Blue,
33.77132,-84.39238,60252,Blue,
33.771881,-84.391937,60312,Blue,
33.771839,-84.392029,60338,Blue,
33.771851,-84.392029,60340,Blue,
33.773628,-84.39183,60410,Blue,
33.774979,-84.391838,60438,Blue,
33.774979,-84.391838,60439,Blue,
33.775021,-84.391891,60442,Blue,
33.77504,-84.391899,60447,Blue,
33.775909,-84.393356,60517,Blue,
33.775822,-84.394562,60547,Blue,
33.775398,-84.395927,60617,Blue,
33.775291,-84.396118,60627,Blue,
33.775291,-84.396118,60627,Blue,
33.77528,-84.396133,60657,Blue,
33.775311,-84.396179,61338,Blue,
33.775299,-84.396187,61348,Blue,
33.775768,-84.394638,61418,Blue,
33.77586,-84.394379,61424,Blue,
33.77586,-84.394371,61426,Blue,
33.774158,-84.393791,61456,Blue,
33.774021,-84.393738,61500,Blue,
33.77401,-84.393738,61502,Blue,
33.77393,-84.392937,61517,Blue,
33.77393,-84.392937,61518,Blue,
33.773918,-84.392082,61534,Blue,
33.773891,-84.392082,61553,Blue,
33.771679,-84.39212,61623,Blue,
33.771439,-84.392174,61629,Blue,
33.77145,-84.39212,61659,Blue,
33.771439,-84.39212,61710,Blue,
33.771358,-84.395569,61740,Blue,
33.77137,-84.396042,61748,Blue,
33.771351,-84.395973,61802,Blue,
33.771011,-84.399696,61832,Blue,
33.770168,-84.404221,61902,Blue,
33.77013,-84.404556,61907,Blue,
33.770069,-84.404503,61937,Blue,
33.770061,-84.404503,62055,Blue,
33.767368,-84.404869,62125,Blue,
33.763802,-84.403137,62155,Blue,
33.763611,-84.40303,62202,Blue,
33.763599,-84.40303,62203,Blue,
33.760342,-84.402779,62233,Blue,
33.756321,-84.402809,62303,Blue,
33.752419,-84.40284,62333,Blue,
33.748901,-84.404549,62403,Blue,
33.74609,-84.406433,62433,Blue,
33.744511,-84.404602,62503,Blue,
33.744339,-84.404449,62510,Blue,
33.744331,-84.404449,62512,Blue,
33.743771,-84.403473,62542,Blue,
33.745541,-84.399849,62612,Blue,
33.74601,-84.398499,62642,Blue,
33.745972,-84.398613,62649,Blue,
33.745972,-84.398621,62657,Blue,
0,0,63239,Blue,
0,0,63240,Blue,
33.744339,-84.404381,63240,Blue,
33.745708,-84.405792,63310,Blue,
33.746208,-84.406433,63323,Blue,
33.746201,-84.406418,63403,Blue,
33.748051,-84.405052,63433,Blue,
33.751221,-84.402969,63503,Blue,
33.75502,-84.40274,63533,Blue,
33.759201,-84.402702,63603,Blue,
33.763248,-84.402809,63633,Blue,
33.76635,-84.4048,63703,Blue,
33.769821,-84.404663,63733,Blue,
33.771938,-84.40699,63803,Blue,
33.773129,-84.408722,63826,Blue,
33.773109,-84.408699,63834,Blue,
33.775059,-84.407753,63904,Blue,
33.77771,-84.406143,63934,Blue,
33.780739,-84.407402,64004,Blue,
33.781559,-84.405884,64034,Blue,
33.78196,-84.404427,64104,Blue,
33.784328,-84.405869,64134,Blue,
33.785858,-84.40612,64204,Blue,
33.786201,-84.40612,64220,Blue,
33.786201,-84.40612,64222,Blue,
33.78656,-84.405273,64252,Blue,
33.787121,-84.405289,64307,Blue,
33.787251,-84.405357,64316,Blue,
33.787552,-84.406029,64346,Blue,
33.787411,-84.405861,64401,Blue,
33.787369,-84.405731,64407,Blue,
33.787338,-84.405731,64437,Blue,
33.787289,-84.405777,64546,Blue,
33.787289,-84.405777,64547,Blue,
33.78738,-84.405663,64617,Blue,
33.787338,-84.405701,64710,Blue,
33.787331,-84.405602,64718,Blue,
33.787331,-84.405602,64720,Blue,
0,0,105336,Blue,
33.787258,-84.40564,105337,Blue,
33.787289,-84.405617,105825,Blue,
33.7873,-84.405609,110416,Blue,
33.787289,-84.405602,110447,Blue,
33.78714,-84.405258,110510,Blue,
33.78714,-84.405273,110524,Blue,
33.786751,-84.405289,110545,Blue,
33.786758,-84.405296,110615,Blue,
33.786739,-84.405273,111157,Blue,
33.786201,-84.404732,111227,Blue,
33.78619,-84.401016,111257,Blue,
33.786129,-84.398819,111323,Blue,
33.78614,-84.398857,111328,Blue,
33.786259,-84.39621,111358,Blue,
33.78653,-84.392548,111428,Blue,
33.786518,-84.392342,111435,Blue,
33.78653,-84.392372,111549,Blue,
33.786518,-84.390182,111619,Blue,
33.785271,-84.389214,111649,Blue,
33.784481,-84.389221,111703,Blue,
33.784481,-84.389153,111723,Blue,
33.7822,-84.389183,111753,Blue,
33.781422,-84.3881,111818,Blue,
33.781422,-84.388107,111837,Blue,
33.781399,-84.385452,111907,Blue,
33.781021,-84.38475,111928,Blue,
33.780991,-84.38472,112628,Blue,
33.78088,-84.384682,112635,Blue,
33.780869,-84.384682,112641,Blue,
33.780781,-84.386414,112707,Blue,
33.780788,-84.386414,112708,Blue,
33.7808,-84.386383,112747,Blue,
33.7808,-84.386391,112759,Blue,
33.780769,-84.387161,112818,Blue,
33.780788,-84.387161,112904,Blue,
33.78104,-84.388268,112933,Blue,
33.78104,-84.388268,112933,Blue,
33.780731,-84.388657,113007,Blue,
33.780731,-84.388687,113009,Blue,
33.780689,-84.388992,113024,Blue,
33.780628,-84.388924,113028,Blue,
33.778221,-84.388817,113058,Blue,
33.776989,-84.388817,113117,Blue,
33.776951,-84.388763,113124,Blue,
33.776909,-84.389778,113147,Blue,
33.77692,-84.389832,113151,Blue,
33.776958,-84.389931,113215,Blue,
33.776951,-84.389938,113223,Blue,
33.777,-84.391724,113249,Blue,
33.777,-84.391747,113252,Blue,
33.776981,-84.391731,113257,Blue,
33.77697,-84.391724,113300,Blue,
33.77692,-84.393448,113330,Blue,
33.77692,-84.393494,113335,Blue,
33.776909,-84.393501,113343,Blue,
33.776958,-84.394012,113354,Blue,
33.776958,-84.394043,113357,Blue,
33.776951,-84.39402,113412,Blue,
33.776951,-84.394028,113422,Blue,
33.777451,-84.395599,113450,Blue,
33.777489,-84.39563,113453,Blue,
33.777458,-84.39563,113523,Blue,
33.777458,-84.39563,113523,Blue,
33.77824,-84.397141,113553,Blue,
33.778278,-84.398209,113613,Blue,
33.778278,-84.398262,113615,Blue,
33.778301,-84.398216,113625,Blue,
33.77829,-84.398262,113631,Blue,
33.778301,-84.399544,113701,Blue,
33.778229,-84.401642,113731,Blue,
33.778118,-84.401848,113734,Blue,
33.778091,-84.401894,113737,Blue,
33.778099,-84.401878,113747,Blue,
33.778099,-84.401894,113754,Blue,
33.776299,-84.402519,113824,Blue,
33.775169,-84.402641,113849,Blue,
33.77512,-84.402641,113852,Blue,
33.775139,-84.402649,113918,Blue,
33.774448,-84.402512,113941,Blue,
33.77446,-84.402519,114011,Blue,
33.774448,-84.402512,114018,Blue,
33.773529,-84.400398,114048,Blue,
33.773338,-84.399178,114102,Blue,
33.773331,-84.399162,114105,Blue,
33.773331,-84.399223,114126,Blue,
33.773331,-84.399208,114134,Blue,
33.77285,-84.397148,114204,Blue,
33.7729,-84.397102,114208,Blue,
33.772888,-84.397118,114211,Blue,
33.773151,-84.39698,114222,Blue,
33.77317,-84.39698,114224,Blue,
33.77317,-84.397003,114236,Blue,
33.77319,-84.397003,114311,Blue,
33.773209,-84.396988,114349,Blue,
33.77322,-84.397011,114419,Blue,
33.77322,-84.397003,114539,Blue,
33.772919,-84.397102,114603,Blue,
33.772919,-84.397102,114605,Blue,
33.77335,-84.399002,114635,Blue,
33.773369,-84.399063,114636,Blue,
33.77343,-84.399178,114641,Blue,
33.773441,-84.399139,114655,Blue,
33.773441,-84.399162,114657,Blue,
33.773819,-84.401649,114727,Blue,
33.774158,-84.402222,114738,Blue,
33.774139,-84.402206,114808,Blue,
33.774151,-84.402222,114833,Blue,
33.775009,-84.40239,114855,Blue,
33.775089,-84.402412,114859,Blue,
33.775028,-84.402473,114913,Blue,
33.775028,-84.402473,114914,Blue,
33.77607,-84.402512,114944,Blue,
33.777382,-84.40239,115017,Blue,
33.777908,-84.402039,115029,Blue,
33.777882,-84.402031,115042,Blue,
33.778301,-84.401421,115101,Blue,
33.778309,-84.401413,115110,Blue,
33.778439,-84.400963,115119,Blue,
33.778439,-84.400879,115123,Blue,
33.778431,-84.400887,115133,Blue,
33.778431,-84.400871,115137,Blue,
33.77829,-84.399498,115203,Blue,
33.778278,-84.399521,115205,Blue,
33.778252,-84.398277,115235,Blue,
33.778271,-84.398087,115241,Blue,
33.778252,-84.398102,115259,Blue,
33.778252,-84.398079,115302,Blue,
33.778252,-84.398102,115307,Blue,
33.778198,-84.397522,115318,Blue,
33.778221,-84.397461,115322,Blue,
33.778221,-84.397461,115322,Blue,
33.778191,-84.39743,115330,Blue,
33.777451,-84.395653,115400,Blue,
33.777191,-84.395523,115406,Blue,
33.77713,-84.395493,115409,Blue,
33.77713,-84.395493,115410,Blue,
33.777088,-84.395538,115434,Blue,
33.776901,-84.394051,115504,Blue,
33.776901,-84.393883,115509,Blue,
33.776901,-84.393829,115513,Blue,
33.776901,-84.393852,115518,Blue,
33.776901,-84.393837,115519,Blue,
33.77684,-84.392258,115552,Blue,
33.77681,-84.391769,115603,Blue,
33.77681,-84.391739,115608,Blue,
33.776798,-84.391762,115628,Blue,
33.776798,-84.391747,115642,Blue,
33.776798,-84.390129,115712,Blue,
33.776779,-84.389717,115719,Blue,
33.776791,-84.389687,115722,Blue,
33.776951,-84.389778,115730,Blue,
33.776951,-84.389771,115735,Blue,
33.77692,-84.38913,115752,Blue,
33.776951,-84.388947,115822,Blue,
33.776901,-84.388962,115901,Blue,
33.776901,-84.388931,115907,Blue,
33.776878,-84.388931,115912,Blue,
33.776821,-84.387749,115930,Blue,
33.776821,-84.387688,115934,Blue,
33.776772,-84.387772,115949,Blue,
33.776749,-84.387756,115953,Blue,
33.776779,-84.387543,120002,Blue,
33.776791,-84.38755,120011,Blue,
33.776791,-84.387512,120015,Blue,
33.77681,-84.387482,120100,Blue,
33.77792,-84.387199,120130,Blue,
33.7784,-84.387222,120139,Blue,
33.778439,-84.387207,120142,Blue,
33.778439,-84.387207,120143,Blue,
33.77845,-84.387207,120157,Blue,
33.780579,-84.387688,120227,Blue,
33.7812,-84.385567,120257,Blue,
33.780609,-84.384903,120327,Blue,
33.780659,-84.386383,120343,Blue,
33.780689,-84.386398,120347,Blue,
33.780769,-84.386391,120417,Blue,
33.780781,-84.386383,120421,Blue,
33.780781,-84.386292,120457,Blue,
33.780739,-84.387802,120527,Blue,
33.780628,-84.38868,120536,Blue,
33.780602,-84.388893,120541,Blue,
33.780602,-84.388901,120547,Blue,
33.78059,-84.388908,120548,Blue,
33.77845,-84.388779,120618,Blue,
33.776951,-84.388931,120648,Blue,
33.776932,-84.3899,120703,Blue,
33.77692,-84.389969,120707,Blue,
33.776909,-84.389793,120728,Blue,
33.776909,-84.389801,120730,Blue,
33.77689,-84.389999,120742,Blue,
33.77689,-84.390007,120744,Blue,
33.776951,-84.391571,120810,Blue,
33.776939,-84.39164,120814,Blue,
33.77692,-84.391708,120826,Blue,
33.77692,-84.391724,120833,Blue,
33.776878,-84.39196,120844,Blue,
33.776901,-84.391953,120913,Blue,
33.77692,-84.393471,120944,Blue,
33.776859,-84.393478,120955,Blue,
33.776901,-84.393982,121005,Blue,
33.776909,-84.394073,121010,Blue,
33.777012,-84.393997,121020,Blue,
33.777431,-84.395508,121046,Blue,
33.777512,-84.395561,121050,Blue,
33.777489,-84.395554,121100,Blue,
33.777512,-84.395561,121107,Blue,
33.778332,-84.397232,121137,Blue,
33.778339,-84.398003,121146,Blue,
33.77832,-84.398148,121151,Blue,
33.778309,-84.398117,121201,Blue,
33.77832,-84.398117,121204,Blue,
33.778309,-84.39904,121219,Blue,
33.778309,-84.399017,121225,Blue,
33.7785,-84.401161,121255,Blue,
33.778221,-84.40168,121307,Blue,
33.778191,-84.401718,121310,Blue,
33.778179,-84.40168,121319,Blue,
33.77816,-84.401672,121327,Blue,
33.777061,-84.402359,121357,Blue,
33.775311,-84.40255,121427,Blue,
33.775211,-84.402588,121428,Blue,
33.775139,-84.402611,121432,Blue,
33.775169,-84.402603,121440,Blue,
33.775162,-84.402603,121442,Blue,
33.774429,-84.402458,121507,Blue,
33.774441,-84.402473,121529,Blue,
33.77354,-84.400383,121559,Blue,
33.773392,-84.39917,121612,Blue,
33.773399,-84.399162,121617,Blue,
33.773399,-84.399162,121623,Blue,
33.773392,-84.399147,121632,Blue,
33.772869,-84.397148,121702,Blue,
33.773178,-84.396912,121719,Blue,
33.773232,-84.396896,121723,Blue,
33.773209,-84.396927,121735,Blue,
33.773201,-84.39695,121937,Blue,
33.77293,-84.397049,122007,Blue,
33.773411,-84.398918,122037,Blue,
33.773762,-84.401093,122107,Blue,
33.774151,-84.402252,122122,Blue,
33.7742,-84.402184,122203,Blue,
33.775059,-84.402359,122225,Blue,
33.775139,-84.402367,122229,Blue,
33.775139,-84.402367,122229,Blue,
33.775139,-84.402382,122231,Blue,
33.775379,-84.402542,122244,Blue,
33.775372,-84.40255,122248,Blue,
33.77737,-84.402382,122318,Blue,
33.778469,-84.400978,122346,Blue,
33.7785,-84.40081,122350,Blue,
33.778488,-84.40081,122351,Blue,
33.778481,-84.400818,122353,Blue,
33.778301,-84.398987,122423,Blue,
33.778278,-84.397888,122440,Blue,
33.778259,-84.397919,122445,Blue,
33.778198,-84.397438,122455,Blue,
33.77821,-84.397362,122459,Blue,
33.778198,-84.397369,122504,Blue,
33.778198,-84.397369,122507,Blue,
33.777279,-84.395592,122537,Blue,
33.777142,-84.395554,122538,Blue,
33.777081,-84.3955,122543,Blue,
33.777088,-84.395508,122559,Blue,
33.776871,-84.393829,122621,Blue,
33.776878,-84.393738,122624,Blue,
33.776878,-84.393753,122625,Blue,
33.776871,-84.393761,122627,Blue,
33.776798,-84.391747,122657,Blue,
33.776798,-84.391731,122657,Blue,
33.776871,-84.391777,122709,Blue,
33.776871,-84.391762,122712,Blue,
33.776859,-84.389778,122737,Blue,
33.77689,-84.389679,122742,Blue,
33.776909,-84.389664,122749,Blue,
33.776909,-84.389641,122753,Blue,
33.776901,-84.389343,122804,Blue,
33.77692,-84.38932,122807,Blue,
33.776932,-84.389236,122815,Blue,
33.777142,-84.389061,122917,Blue,
33.777061,-84.388977,122928,Blue,
33.777061,-84.388977,122929,Blue,
33.776989,-84.387718,122950,Blue,
33.776989,-84.387657,122953,Blue,
33.776859,-84.387749,123000,Blue,
33.776852,-84.387749,123002,Blue,
33.77684,-84.387657,123010,Blue,
33.776791,-84.387581,123040,Blue,
33.776791,-84.387581,123041,Blue,
33.776791,-84.387581,123042,Blue,
33.776749,-84.387558,123043,Blue,
33.776711,-84.387543,123108,Blue,
33.778049,-84.387253,123138,Blue,
33.77829,-84.38726,123142,Blue,
33.778339,-84.38726,123145,Blue,
33.77853,-84.387238,123159,Blue,
33.778561,-84.387238,123212,Blue,
33.78104,-84.387672,123242,Blue,
33.781441,-84.38607,123312,Blue,
33.780788,-84.384918,123342,Blue,
33.780739,-84.386391,123359,Blue,
33.780739,-84.386398,123401,Blue,
33.780811,-84.386337,123427,Blue,
33.780788,-84.386353,123535,Blue,
33.780788,-84.386353,123539,Blue,
33.780788,-84.386353,123609,Blue,
33.780739,-84.386353,123927,Blue,
33.78072,-84.387306,123944,Blue,
33.780731,-84.387306,123945,Blue,
33.780739,-84.387299,123947,Blue,
33.780651,-84.38726,124017,Blue,
33.780659,-84.387177,124111,Blue,
33.780571,-84.388618,124134,Blue,
33.78054,-84.388741,124139,Blue,
33.78059,-84.388924,124151,Blue,
33.78059,-84.388939,124221,Blue,
33.780602,-84.388962,124238,Blue,
33.778278,-84.388809,124308,Blue,
33.77689,-84.388901,124327,Blue,
33.7771,-84.388771,124413,Blue,
33.77705,-84.38974,124434,Blue,
33.77705,-84.389816,124437,Blue,
33.777039,-84.3899,124452,Blue,
33.777039,-84.389908,124453,Blue,
33.777039,-84.389908,124457,Blue,
33.777,-84.389923,124527,Blue,
33.77689,-84.389908,124543,Blue,
33.776951,-84.39164,124613,Blue,
33.776951,-84.391708,124614,Blue,
33.776939,-84.391739,124617,Blue,
33.77692,-84.391731,124629,Blue,
33.776909,-84.391739,124639,Blue,
33.776932,-84.393112,124708,Blue,
33.776932,-84.393112,124709,Blue,
33.776958,-84.393997,124733,Blue,
33.776981,-84.394043,124738,Blue,
33.776989,-84.394043,124746,Blue,
33.776989,-84.394058,124750,Blue,
33.77747,-84.395607,124817,Blue,
33.7775,-84.39563,124820,Blue,
33.7775,-84.395622,124834,Blue,
33.777512,-84.39563,124839,Blue,
33.778229,-84.396683,124909,Blue,
33.778252,-84.397583,124928,Blue,
33.778252,-84.397583,124929,Blue,
33.778309,-84.39817,124942,Blue,
33.77832,-84.398247,124947,Blue,
33.778332,-84.398239,124958,Blue,
33.778332,-84.398247,125001,Blue,
33.778301,-84.399071,125031,Blue,
33.778301,-84.399071,125031,Blue,
33.778309,-84.399071,125035,Blue,
33.778481,-84.401123,125105,Blue,
33.778439,-84.401222,125110,Blue,
33.778431,-84.401207,125120,Blue,
33.778091,-84.401878,125143,Blue,
33.778042,-84.40197,125147,Blue,
33.778042,-84.40197,125148,Blue,
33.778011,-84.401978,125157,Blue,
33.776951,-84.402481,125227,Blue,
33.77533,-84.402603,125257,Blue,
33.775101,-84.402649,125302,Blue,
33.775059,-84.402649,125307,Blue,
33.775089,-84.402634,125315,Blue,
33.775082,-84.402634,125323,Blue,
33.774521,-84.402527,125343,Blue,
33.774521,-84.402527,125347,Blue,
33.77367,-84.401131,125417,Blue,
33.773338,-84.399292,125437,Blue,
33.773331,-84.399178,125442,Blue,
33.773319,-84.399208,125457,Blue,
33.773312,-84.399208,125501,Blue,
33.772888,-84.397102,125531,Blue,
33.773151,-84.396988,125542,Blue,
33.773178,-84.396988,125545,Blue,
33.77317,-84.396988,125602,Blue,
33.77317,-84.396988,125632,Blue,
33.773178,-84.39698,125815,Blue,
33.773178,-84.39698,125842,Blue,
33.773178,-84.39698,125854,Blue,
33.77319,-84.39698,125908,Blue,
33.77322,-84.39698,125927,Blue,
33.772881,-84.39711,125957,Blue,
33.773361,-84.399063,130019,Blue,
33.773399,-84.399239,130025,Blue,
33.773399,-84.399193,130032,Blue,
33.773399,-84.3992,130034,Blue,
33.773861,-84.401817,130104,Blue,
33.774151,-84.402237,130114,Blue,
33.774139,-84.402199,130152,Blue,
33.775051,-84.402382,130215,Blue,
33.77512,-84.402428,130219,Blue,
33.775131,-84.40242,130229,Blue,
33.77512,-84.402451,130237,Blue,
33.775379,-84.402573,130249,Blue,
33.77541,-84.40255,130254,Blue,
33.776009,-84.402496,130311,Blue,
33.776001,-84.402512,130314,Blue,
33.778,-84.401947,130344,Blue,
33.778431,-84.401001,130406,Blue,
33.77845,-84.400833,130410,Blue,
33.778431,-84.400879,130429,Blue,
33.778431,-84.400871,130431,Blue,
33.778271,-84.39933,130500,Blue,
33.778271,-84.399323,130502,Blue,
33.778278,-84.397873,130532,Blue,
33.77824,-84.397568,130537,Blue,
33.778252,-84.397499,130542,Blue,
33.778229,-84.397507,130557,Blue,
33.778229,-84.397507,130604,Blue,
33.778229,-84.397507,130608,Blue,
33.778229,-84.397499,130612,Blue,
33.777721,-84.395866,130642,Blue,
33.7771,-84.395477,130657,Blue,
33.777119,-84.395439,130718,Blue,
33.77689,-84.393883,130742,Blue,
33.776901,-84.393768,130746,Blue,
33.77689,-84.393791,130747,Blue,
33.77689,-84.393784,130748,Blue,
33.776821,-84.3918,130817,Blue,
33.776821,-84.391708,130822,Blue,
33.776852,-84.391747,130827,Blue,
33.776852,-84.391739,130829,Blue,
33.776791,-84.389801,130858,Blue,
33.776798,-84.389717,130901,Blue,
33.77681,-84.389763,130909,Blue,
33.77684,-84.389778,130915,Blue,
33.77681,-84.387848,130943,Blue,
33.776821,-84.387756,130947,Blue,
33.776779,-84.387733,130959,Blue,
33.776791,-84.387718,131004,Blue,
33.776791,-84.387627,131010,Blue,
33.776791,-84.387642,131104,Blue,
33.778049,-84.387299,131134,Blue,
33.78022,-84.387268,131204,Blue,
33.78146,-84.386078,131234,Blue,
33.780788,-84.384941,131304,Blue,
33.780788,-84.386421,131324,Blue,
33.780682,-84.386414,131335,Blue,
33.780701,-84.386398,131339,Blue,
33.780788,-84.386368,131409,Blue,
33.7808,-84.386368,131809,Blue,
33.780621,-84.387093,131845,Blue,
33.78054,-84.387192,131853,Blue,
33.7803,-84.387207,131914,Blue,
33.780251,-84.388702,131936,Blue,
33.78035,-84.388863,131940,Blue,
33.780491,-84.388878,131954,Blue,
33.780579,-84.388931,132024,Blue,
33.78059,-84.388931,132038,Blue,
33.78059,-84.388947,132053,Blue,
33.77813,-84.388733,132123,Blue,
33.776852,-84.388702,132153,Blue,
33.776859,-84.389587,132209,Blue,
33.776852,-84.389664,132213,Blue,
33.776859,-84.389778,132238,Blue,
33.776859,-84.389801,132252,Blue,
33.776901,-84.391708,132320,Blue,
33.776901,-84.391701,132322,Blue,
33.77689,-84.391678,132338,Blue,
33.77689,-84.391701,132359,Blue,
33.776932,-84.393181,132427,Blue,
33.776939,-84.393173,132439,Blue,
33.776981,-84.393921,132452,Blue,
33.776981,-84.39399,132455,Blue,
33.777,-84.393997,132501,Blue,
33.777,-84.394012,132505,Blue,
33.777458,-84.395538,132529,Blue,
33.777512,-84.395569,132533,Blue,
33.7775,-84.395554,132550,Blue,
33.7775,-84.395561,132557,Blue,
33.778259,-84.397041,132627,Blue,
33.778271,-84.397324,132633,Blue,
33.778271,-84.397324,132639,Blue,
33.77832,-84.39814,132658,Blue,
33.77832,-84.398163,132704,Blue,
33.77829,-84.398193,132715,Blue,
33.778301,-84.398193,132722,Blue,
33.77829,-84.398727,132739,Blue,
33.77829,-84.39872,132742,Blue,
33.778278,-84.398918,132753,Blue,
33.778278,-84.398918,132754,Blue,
33.77829,-84.398956,132759,Blue,
33.778301,-84.398972,132809,Blue,
33.778511,-84.400993,132839,Blue,
33.7785,-84.401047,132844,Blue,
33.778488,-84.401039,132857,Blue,
33.778469,-84.401123,132904,Blue,
33.778469,-84.401131,132918,Blue,
33.778172,-84.401749,132931,Blue,
33.778141,-84.401871,132937,Blue,
33.77813,-84.401871,132947,Blue,
33.778118,-84.401863,132951,Blue,
33.777901,-84.4021,133003,Blue,
33.777889,-84.4021,133014,Blue,
33.77684,-84.40242,133044,Blue,
33.775558,-84.402527,133114,Blue,
33.77515,-84.402611,133124,Blue,
33.775089,-84.402618,133127,Blue,
33.77512,-84.402618,133146,Blue,
33.775108,-84.402618,133152,Blue,
33.774441,-84.402481,133218,Blue,
33.774429,-84.402473,133301,Blue,
33.773602,-84.400726,133331,Blue,
33.77335,-84.399231,133348,Blue,
33.773338,-84.399178,133351,Blue,
33.773392,-84.399223,133358,Blue,
33.773399,-84.399223,133402,Blue,
33.772942,-84.397301,133432,Blue,
33.772999,-84.397133,133440,Blue,
33.772999,-84.397133,133442,Blue,
33.77327,-84.397011,133451,Blue,
33.773331,-84.397034,133455,Blue,
33.773289,-84.397018,133506,Blue,
33.773312,-84.397034,133507,Blue,
33.77317,-84.397202,133519,Blue,
33.77319,-84.397247,133700,Blue,
33.773232,-84.39698,133721,Blue,
33.773209,-84.39698,134350,Blue,
33.773209,-84.39698,134358,Blue,
33.77322,-84.39698,134402,Blue,
33.772961,-84.397079,134432,Blue,
33.77346,-84.399063,134458,Blue,
33.773472,-84.39917,134504,Blue,
33.77346,-84.399162,134507,Blue,
33.77346,-84.39917,134511,Blue,
33.773861,-84.401657,134541,Blue,
33.774151,-84.402222,134552,Blue,
33.774132,-84.402184,134622,Blue,
33.774139,-84.402184,134629,Blue,
33.77504,-84.402344,134651,Blue,
33.77512,-84.402359,134655,Blue,
33.775101,-84.402351,134712,Blue,
33.775108,-84.402359,134713,Blue,
33.776691,-84.40242,134743,Blue,
33.777241,-84.402367,134753,Blue,
33.777222,-84.402367,134802,Blue,
33.778301,-84.401398,134832,Blue,
33.778309,-84.401382,134834,Blue,
33.77832,-84.40136,134837,Blue,
33.778461,-84.401047,134845,Blue,
33.778469,-84.400841,134849,Blue,
33.778461,-84.400841,134919,Blue,
33.778461,-84.400841,134928,Blue,
33.778469,-84.400833,134934,Blue,
33.778301,-84.399292,135005,Blue,
33.778332,-84.398071,135025,Blue,
33.778461,-84.398148,135028,Blue,
33.778431,-84.397614,135040,Blue,
33.778412,-84.397461,135045,Blue,
33.778278,-84.397377,135057,Blue,
33.778278,-84.397377,135110,Blue,
33.777401,-84.395531,135140,Blue,
33.777309,-84.3955,135141,Blue,
33.77718,-84.395462,135148,Blue,
33.777149,-84.395477,135155,Blue,
33.777142,-84.39547,135157,Blue,
33.776958,-84.393867,135218,Blue,
33.776958,-84.393829,135221,Blue,
33.776939,-84.393829,135233,Blue,
33.776939,-84.393806,135237,Blue,
33.776939,-84.393784,135241,Blue,
33.776932,-84.393784,135307,Blue,
33.776829,-84.391769,135336,Blue,
33.77684,-84.391617,135342,Blue,
33.776871,-84.39167,135346,Blue,
33.77689,-84.391663,135350,Blue,
33.776821,-84.389687,135419,Blue,
33.776821,-84.389641,135423,Blue,
33.776821,-84.389664,135436,Blue,
33.776871,-84.389671,135441,Blue,
33.776821,-84.389023,135507,Blue,
